# CONVERGE Release Build 2.3.29/  Dec 13, 2017        Run Date:Sat Jan 13 15:08:31 2018
# column       1                2                3                4                5                6                7                8                9               10               11               12               13               14               15               16               17 
#          Crank         Pressure         Max_Pres         Min_Pres        Mean_Temp         Max_Temp         Min_Temp           Volume             Mass          Density    Integrated_HR          HR_Rate              C_p              C_v            Gamma         Kin_Visc         Dyn_Visc
#          (DEG)            (MPa)            (MPa)            (MPa)              (K)              (K)              (K)            (m^3)             (kg)         (kg/m^3)              (J)         (J/time)         (J/kg-K)         (J/kg-K)           (none)          (m^2/s)        (N*s/m^2)
#
 -2.1224451e+002   1.0345092e-001   1.0438931e-001   1.0229972e-001   4.0367274e+002   4.8844411e+002   3.4283054e+002   5.3730811e-004   5.0055499e-004   9.3159769e-001  -1.8959368e-006  -7.6276505e-013   1.1001301e+003   8.2481264e+002   1.3337940e+000   2.4770461e-005   2.3051081e-005
 -2.1214615e+002   1.0345081e-001   1.0431682e-001   1.0230053e-001   4.0366569e+002   4.8839325e+002   3.4298989e+002   5.3750962e-004   5.0074453e-004   9.3160105e-001  -1.8959369e-006  -8.1040378e-013   1.1001050e+003   8.2478445e+002   1.3338091e+000   2.4770051e-005   2.3050831e-005
 -2.1204758e+002   1.0345069e-001   1.0431222e-001   1.0230271e-001   4.0365861e+002   4.8834152e+002   3.4322205e+002   5.3771265e-004   5.0093540e-004   9.3160427e-001  -1.8959370e-006  -8.0418377e-013   1.1000796e+003   8.2475594e+002   1.3338245e+000   2.4769643e-005   2.3050582e-005
 -2.1194878e+002   1.0345056e-001   1.0431346e-001   1.0230490e-001   4.0365158e+002   4.8828897e+002   3.4365229e+002   5.3791391e-004   5.0112457e-004   9.3160739e-001  -1.8959371e-006  -7.5062960e-013   1.1000546e+003   8.2472780e+002   1.3338396e+000   2.4769239e-005   2.3050334e-005
 -2.1184970e+002   1.0345042e-001   1.0437549e-001   1.0230516e-001   4.0364458e+002   4.8823515e+002   3.4362227e+002   5.3811512e-004   5.0131364e-004   9.3161041e-001  -1.8959371e-006  -8.2022217e-013   1.1000296e+003   8.2469972e+002   1.3338547e+000   2.4768839e-005   2.3050087e-005
 -2.1175032e+002   1.0345027e-001   1.0430849e-001   1.0231171e-001   4.0363758e+002   4.8817967e+002   3.4352355e+002   5.3831615e-004   5.0150249e-004   9.3161331e-001  -1.8959372e-006  -8.0889150e-013   1.1000046e+003   8.2467171e+002   1.3338698e+000   2.4768442e-005   2.3049840e-005
 -2.1165073e+002   1.0345010e-001   1.0430621e-001   1.0231354e-001   4.0363058e+002   4.8812290e+002   3.4362073e+002   5.3851743e-004   5.0169149e-004   9.3161606e-001  -1.8959373e-006  -8.0709588e-013   1.0999796e+003   8.2464362e+002   1.3338849e+000   2.4768050e-005   2.3049593e-005
 -2.1155090e+002   1.0344991e-001   1.0430982e-001   1.0231651e-001   4.0362359e+002   4.8806502e+002   3.4347287e+002   5.3871862e-004   5.0188032e-004   9.3161866e-001  -1.8959374e-006  -7.5397974e-013   1.0999546e+003   8.2461555e+002   1.3339000e+000   2.4767661e-005   2.3049346e-005
 -2.1145085e+002   1.0344973e-001   1.0456600e-001   1.0231923e-001   4.0361672e+002   4.8800601e+002   3.4319843e+002   5.3891916e-004   5.0206845e-004   9.3162108e-001  -1.8959375e-006  -8.2113919e-013   1.0999298e+003   8.2458766e+002   1.3339150e+000   2.4767284e-005   2.3049105e-005
 -2.1135067e+002   1.0344953e-001   1.0431529e-001   1.0232583e-001   4.0361001e+002   4.8794568e+002   3.4302199e+002   5.3911686e-004   5.0225374e-004   9.3162315e-001  -1.8959375e-006  -8.2236271e-013   1.0999054e+003   8.2456021e+002   1.3339297e+000   2.4766923e-005   2.3048871e-005
 -2.1125033e+002   1.0344932e-001   1.0428838e-001   1.0232835e-001   4.0360314e+002   4.8788458e+002   3.4285247e+002   5.3931708e-004   5.0244140e-004   9.3162525e-001  -1.8959376e-006  -8.7411180e-013   1.0998806e+003   8.2453236e+002   1.3339447e+000   2.4766554e-005   2.3048629e-005
 -2.1114972e+002   1.0344908e-001   1.0428429e-001   1.0233346e-001   4.0359637e+002   4.8782263e+002   3.4295896e+002   5.3951548e-004   5.0262724e-004   9.3162708e-001  -1.8959377e-006  -8.0330499e-013   1.0998561e+003   8.2450488e+002   1.3339595e+000   2.4766198e-005   2.3048393e-005
 -2.1104885e+002   1.0344883e-001   1.0428366e-001   1.0233862e-001   4.0358946e+002   4.8775963e+002   3.4277199e+002   5.3971692e-004   5.0281594e-004   9.3162902e-001  -1.8959378e-006  -8.8055534e-013   1.0998312e+003   8.2447694e+002   1.3339745e+000   2.4765833e-005   2.3048151e-005
 -2.1094781e+002   1.0344857e-001   1.0428050e-001   1.0234136e-001   4.0358260e+002   4.8769699e+002   3.4284400e+002   5.3991699e-004   5.0300329e-004   9.3163078e-001  -1.8959379e-006  -8.9875983e-013   1.0998066e+003   8.2444934e+002   1.3339893e+000   2.4765474e-005   2.3047910e-005
 -2.1084645e+002   1.0344828e-001   1.0427754e-001   1.0234884e-001   4.0357574e+002   4.8763234e+002   3.4373984e+002   5.4011696e-004   5.0319045e-004   9.3163239e-001  -1.8959380e-006  -9.3320553e-013   1.0997821e+003   8.2442181e+002   1.3340041e+000   2.4765121e-005   2.3047670e-005
 -2.1074490e+002   1.0344797e-001   1.0427363e-001   1.0235176e-001   4.0356889e+002   4.8756598e+002   3.4360319e+002   5.4031681e-004   5.0337739e-004   9.3163377e-001  -1.8959381e-006  -7.6754135e-013   1.0997575e+003   8.2439425e+002   1.3340189e+000   2.4764774e-005   2.3047430e-005
 -2.1064312e+002   1.0344764e-001   1.0426862e-001   1.0235642e-001   4.0356213e+002   4.8749844e+002   3.4319865e+002   5.4051531e-004   5.0356292e-004   9.3163488e-001  -1.8959382e-006  -8.8783979e-013   1.0997332e+003   8.2436694e+002   1.3340336e+000   2.4764438e-005   2.3047194e-005
 -2.1054110e+002   1.0344730e-001   1.0426346e-001   1.0236059e-001   4.0355552e+002   4.8742988e+002   3.4300481e+002   5.4071126e-004   5.0374591e-004   9.3163570e-001  -1.8959382e-006  -7.9879044e-013   1.0997092e+003   8.2434011e+002   1.3340479e+000   2.4764117e-005   2.3046964e-005
 -2.1043889e+002   1.0344693e-001   1.0425706e-001   1.0236718e-001   4.0354871e+002   4.8735987e+002   3.4256863e+002   5.4091059e-004   5.0393207e-004   9.3163653e-001  -1.8959383e-006  -8.5380273e-013   1.0996848e+003   8.2431264e+002   1.3340627e+000   2.4763787e-005   2.3046726e-005
 -2.1033640e+002   1.0344655e-001   1.0425226e-001   1.0236937e-001   4.0354243e+002   4.8729254e+002   3.4201256e+002   5.4110187e-004   5.0411034e-004   9.3163667e-001  -1.8959384e-006  -7.4741986e-013   1.0996616e+003   8.2428667e+002   1.3340766e+000   2.4763499e-005   2.3046511e-005
 -2.1023370e+002   1.0344620e-001   1.0433604e-001   1.0237592e-001   4.0353587e+002   4.8723466e+002   3.4168251e+002   5.4130017e-004   5.0429533e-004   9.3163712e-001  -1.8959385e-006  -8.4324675e-013   1.0996374e+003   8.2425950e+002   1.3340912e+000   2.4763190e-005   2.3046284e-005
 -2.1013076e+002   1.0344583e-001   1.0433320e-001   1.0238167e-001   4.0352926e+002   4.8718177e+002   3.4211441e+002   5.4149908e-004   5.0448082e-004   9.3163746e-001  -1.8959386e-006  -7.8731901e-013   1.0996131e+003   8.2423227e+002   1.3341058e+000   2.4762882e-005   2.3046054e-005
 -2.1002759e+002   1.0344543e-001   1.0428030e-001   1.0238684e-001   4.0352261e+002   4.8712786e+002   3.4324371e+002   5.4169865e-004   5.0466688e-004   9.3163768e-001  -1.8959387e-006  -8.7372282e-013   1.0995887e+003   8.2420485e+002   1.3341206e+000   2.4762575e-005   2.3045824e-005
 -2.0992418e+002   1.0344498e-001   1.0430031e-001   1.0239020e-001   4.0351604e+002   4.8707277e+002   3.4344086e+002   5.4189592e-004   5.0485045e-004   9.3163729e-001  -1.8959387e-006  -7.8163101e-013   1.0995646e+003   8.2417791e+002   1.3341350e+000   2.4762289e-005   2.3045596e-005
 -2.0982044e+002   1.0344437e-001   1.0422524e-001   1.0239819e-001   4.0350926e+002   4.8701622e+002   3.4373385e+002   5.4209537e-004   5.0503557e-004   9.3163601e-001  -1.8959388e-006  -7.5769605e-013   1.0995403e+003   8.2415065e+002   1.3341497e+000   2.4762019e-005   2.3045361e-005
 -2.0971644e+002   1.0344377e-001   1.0430302e-001   1.0240742e-001   4.0350250e+002   4.8695814e+002   3.4353481e+002   5.4229469e-004   5.0522056e-004   9.3163473e-001  -1.8959389e-006  -6.3834641e-013   1.0995161e+003   8.2412343e+002   1.3341643e+000   2.4761750e-005   2.3045126e-005
 -2.0961213e+002   1.0344317e-001   1.0423798e-001   1.0241579e-001   4.0349573e+002   4.8689874e+002   3.4341084e+002   5.4249395e-004   5.0540546e-004   9.3163337e-001  -1.8959390e-006  -6.4287803e-013   1.0994918e+003   8.2409622e+002   1.3341789e+000   2.4761482e-005   2.3044890e-005
 -2.0950760e+002   1.0344255e-001   1.0422590e-001   1.0242314e-001   4.0348913e+002   4.8683828e+002   3.4361525e+002   5.4269050e-004   5.0558771e-004   9.3163177e-001  -1.8959390e-006  -7.1160465e-013   1.0994680e+003   8.2406954e+002   1.3341932e+000   2.4761226e-005   2.3044662e-005
 -2.0940281e+002   1.0344192e-001   1.0422682e-001   1.0242519e-001   4.0348250e+002   4.8677652e+002   3.4363637e+002   5.4288738e-004   5.0577022e-004   9.3163010e-001  -1.8959391e-006  -6.6327467e-013   1.0994442e+003   8.2404281e+002   1.3342076e+000   2.4760971e-005   2.3044432e-005
 -2.0929773e+002   1.0344127e-001   1.0426210e-001   1.0242769e-001   4.0347575e+002   4.8671332e+002   3.4352917e+002   5.4308617e-004   5.0595453e-004   9.3162846e-001  -1.8959392e-006  -5.9166636e-013   1.0994200e+003   8.2401572e+002   1.3342221e+000   2.4760709e-005   2.3044196e-005
 -2.0919239e+002   1.0344062e-001   1.0422200e-001   1.0242621e-001   4.0346927e+002   4.8664873e+002   3.4316266e+002   5.4328078e-004   5.0613470e-004   9.3162637e-001  -1.8959392e-006  -7.0403098e-013   1.0993964e+003   8.2398926e+002   1.3342363e+000   2.4760470e-005   2.3043973e-005
 -2.0908683e+002   1.0343997e-001   1.0422473e-001   1.0242588e-001   4.0346256e+002   4.8658250e+002   3.4326103e+002   5.4347910e-004   5.0631851e-004   9.3162463e-001  -1.8959392e-006  -3.5758701e-014   1.0993724e+003   8.2396238e+002   1.3342508e+000   2.4760212e-005   2.3043739e-005
 -2.0898102e+002   1.0343930e-001   1.0422235e-001   1.0242850e-001   4.0345583e+002   4.8651450e+002   3.4462834e+002   5.4367830e-004   5.0650304e-004   9.3162269e-001  -1.8959393e-006  -8.1005351e-013   1.0993482e+003   8.2393518e+002   1.3342654e+000   2.4759956e-005   2.3043505e-005
 -2.0887488e+002   1.0343862e-001   1.0421949e-001   1.0243204e-001   4.0344935e+002   4.8644560e+002   3.4516992e+002   5.4387295e-004   5.0668311e-004   9.3162035e-001  -1.8959394e-006  -6.3595355e-013   1.0993247e+003   8.2390882e+002   1.3342795e+000   2.4759723e-005   2.3043281e-005
 -2.0876845e+002   1.0343793e-001   1.0422010e-001   1.0243507e-001   4.0344268e+002   4.8637542e+002   3.4532815e+002   5.4407088e-004   5.0686628e-004   9.3161810e-001  -1.8959395e-006  -6.9261472e-013   1.0993007e+003   8.2388190e+002   1.3342940e+000   2.4759478e-005   2.3043048e-005
 -2.0866174e+002   1.0343722e-001   1.0421620e-001   1.0243616e-001   4.0343606e+002   4.8630384e+002   3.4584497e+002   5.4426820e-004   5.0704881e-004   9.3161570e-001  -1.8959395e-006  -7.0542352e-013   1.0992768e+003   8.2385513e+002   1.3343084e+000   2.4759240e-005   2.3042818e-005
 -2.0855482e+002   1.0343650e-001   1.0421736e-001   1.0243640e-001   4.0342943e+002   4.8623151e+002   3.4572446e+002   5.4446581e-004   5.0723155e-004   9.3161324e-001  -1.8959396e-006  -7.9329349e-013   1.0992530e+003   8.2382836e+002   1.3343228e+000   2.4759004e-005   2.3042588e-005
 -2.0844776e+002   1.0343577e-001   1.0421637e-001   1.0244222e-001   4.0342281e+002   4.8615806e+002   3.4506827e+002   5.4466298e-004   5.0741382e-004   9.3161063e-001  -1.8959397e-006  -6.6578979e-013   1.0992292e+003   8.2380168e+002   1.3343371e+000   2.4758772e-005   2.3042359e-005
 -2.0834053e+002   1.0343502e-001   1.0421499e-001   1.0244299e-001   4.0341622e+002   4.8608321e+002   3.4509983e+002   5.4485979e-004   5.0759565e-004   9.3160783e-001  -1.8959398e-006  -7.5785204e-013   1.0992054e+003   8.2377501e+002   1.3343515e+000   2.4758546e-005   2.3042130e-005
 -2.0823302e+002   1.0343426e-001   1.0421452e-001   1.0244758e-001   4.0340979e+002   4.8600683e+002   3.4518458e+002   5.4505434e-004   5.0777518e-004   9.3160469e-001  -1.8959399e-006  -7.0846015e-013   1.0991819e+003   8.2374867e+002   1.3343656e+000   2.4758337e-005   2.3041909e-005
 -2.0812520e+002   1.0343351e-001   1.0447870e-001   1.0244937e-001   4.0340335e+002   4.8592893e+002   3.4535824e+002   5.4525017e-004   5.0795591e-004   9.3160157e-001  -1.8959399e-006  -6.8988792e-013   1.0991583e+003   8.2372223e+002   1.3343798e+000   2.4758128e-005   2.3041687e-005
 -2.0801712e+002   1.0343274e-001   1.0426305e-001   1.0245427e-001   4.0339691e+002   4.8587166e+002   3.4586010e+002   5.4544602e-004   5.0813663e-004   9.3159839e-001  -1.8959400e-006  -7.0670030e-013   1.0991349e+003   8.2369592e+002   1.3343939e+000   2.4757920e-005   2.3041465e-005
 -2.0790881e+002   1.0343196e-001   1.0423087e-001   1.0245265e-001   4.0339044e+002   4.8580694e+002   3.4610963e+002   5.4564268e-004   5.0831804e-004   9.3159509e-001  -1.8959401e-006  -6.6014044e-013   1.0991112e+003   8.2366940e+002   1.3344082e+000   2.4757714e-005   2.3041243e-005
 -2.0780024e+002   1.0343116e-001   1.0421266e-001   1.0245878e-001   4.0338405e+002   4.8574263e+002   3.4634226e+002   5.4583753e-004   5.0849762e-004   9.3159154e-001  -1.8959402e-006  -7.9559349e-013   1.0990878e+003   8.2364323e+002   1.3344222e+000   2.4757519e-005   2.3041024e-005
 -2.0769144e+002   1.0343035e-001   1.0421092e-001   1.0246273e-001   4.0337763e+002   4.8567778e+002   3.4652463e+002   5.4603306e-004   5.0867786e-004   9.3158802e-001  -1.8959402e-006  -6.7140070e-013   1.0990645e+003   8.2361702e+002   1.3344363e+000   2.4757322e-005   2.3040803e-005
 -2.0758236e+002   1.0342953e-001   1.0421022e-001   1.0246597e-001   4.0337124e+002   4.8561209e+002   3.4668152e+002   5.4622813e-004   5.0885758e-004   9.3158435e-001  -1.8959403e-006  -6.7380421e-013   1.0990412e+003   8.2359091e+002   1.3344503e+000   2.4757130e-005   2.3040584e-005
 -2.0747299e+002   1.0342869e-001   1.0420835e-001   1.0247257e-001   4.0336485e+002   4.8554611e+002   3.4630130e+002   5.4642327e-004   5.0903727e-004   9.3158052e-001  -1.8959404e-006  -7.1873280e-013   1.0990179e+003   8.2356481e+002   1.3344643e+000   2.4756942e-005   2.3040364e-005
 -2.0736332e+002   1.0342783e-001   1.0420846e-001   1.0247573e-001   4.0335846e+002   4.8547925e+002   3.4629769e+002   5.4661825e-004   5.0921672e-004   9.3157651e-001  -1.8959405e-006  -7.9972563e-013   1.0989946e+003   8.2353872e+002   1.3344783e+000   2.4756760e-005   2.3040146e-005
 -2.0725333e+002   1.0342696e-001   1.0421083e-001   1.0247769e-001   4.0335210e+002   4.8541202e+002   3.4649554e+002   5.4681309e-004   5.0939594e-004   9.3157231e-001  -1.8959406e-006  -7.2874112e-013   1.0989713e+003   8.2351262e+002   1.3344923e+000   2.4756584e-005   2.3039928e-005
 -2.0714302e+002   1.0342608e-001   1.0421193e-001   1.0248088e-001   4.0334575e+002   4.8534878e+002   3.4665247e+002   5.4700777e-004   5.0957497e-004   9.3156806e-001  -1.8959406e-006  -7.3677641e-013   1.0989482e+003   8.2348672e+002   1.3345062e+000   2.4756410e-005   2.3039710e-005
 -2.0703241e+002   1.0342517e-001   1.0421295e-001   1.0248902e-001   4.0333972e+002   4.8528421e+002   3.4641814e+002   5.4719728e-004   5.0974894e-004   9.3156335e-001  -1.8959407e-006  -7.6683133e-013   1.0989259e+003   8.2346178e+002   1.3345196e+000   2.4756262e-005   2.3039507e-005
 -2.0692150e+002   1.0342426e-001   1.0421335e-001   1.0249256e-001   4.0333342e+002   4.8521793e+002   3.4636662e+002   5.4739161e-004   5.0992741e-004   9.3155869e-001  -1.8959408e-006  -8.3481370e-013   1.0989027e+003   8.2343588e+002   1.3345335e+000   2.4756100e-005   2.3039291e-005
 -2.0681022e+002   1.0342326e-001   1.0421288e-001   1.0249903e-001   4.0332712e+002   4.8515010e+002   3.4588627e+002   5.4758938e-004   5.1010860e-004   9.3155314e-001  -1.8959409e-006  -7.8218621e-013   1.0988791e+003   8.2340940e+002   1.3345477e+000   2.4755965e-005   2.3039078e-005
 -2.0669863e+002   1.0342218e-001   1.0421124e-001   1.0250839e-001   4.0332084e+002   4.8508047e+002   3.4593302e+002   5.4778450e-004   5.1028691e-004   9.3154683e-001  -1.8959410e-006  -7.2229323e-013   1.0988559e+003   8.2338342e+002   1.3345617e+000   2.4755852e-005   2.3038864e-005
 -2.0658673e+002   1.0342111e-001   1.0421070e-001   1.0251496e-001   4.0331459e+002   4.8500911e+002   3.4595061e+002   5.4797937e-004   5.1046504e-004   9.3154062e-001  -1.8959411e-006  -8.0364209e-013   1.0988328e+003   8.2335749e+002   1.3345756e+000   2.4755737e-005   2.3038652e-005
 -2.0647439e+002   1.0342003e-001   1.0421032e-001   1.0252251e-001   4.0330849e+002   4.8493590e+002   3.4687494e+002   5.4817176e-004   5.1064076e-004   9.3153424e-001  -1.8959411e-006  -6.8984053e-013   1.0988100e+003   8.2333202e+002   1.3345892e+000   2.4755632e-005   2.3038446e-005
 -2.0636170e+002   1.0341895e-001   1.0420926e-001   1.0252819e-001   4.0330228e+002   4.8486121e+002   3.4583420e+002   5.4836601e-004   5.1081826e-004   9.3152793e-001  -1.8959412e-006  -7.1331757e-013   1.0987871e+003   8.2330629e+002   1.3346030e+000   2.4755520e-005   2.3038236e-005
 -2.0624866e+002   1.0341786e-001   1.0420757e-001   1.0252743e-001   4.0329605e+002   4.8478480e+002   3.4514098e+002   5.4856064e-004   5.1099609e-004   9.3152162e-001  -1.8959413e-006  -5.9321843e-013   1.0987641e+003   8.2328053e+002   1.3346169e+000   2.4755407e-005   2.3038024e-005
 -2.0613533e+002   1.0341677e-001   1.0420619e-001   1.0252785e-001   4.0329003e+002   4.8470656e+002   3.4500058e+002   5.4875203e-004   5.1117078e-004   9.3151506e-001  -1.8959414e-006  -6.9548949e-013   1.0987416e+003   8.2325540e+002   1.3346303e+000   2.4755308e-005   2.3037821e-005
 -2.0602166e+002   1.0341567e-001   1.0420303e-001   1.0252962e-001   4.0328384e+002   4.8462649e+002   3.4580851e+002   5.4894593e-004   5.1134788e-004   9.3150864e-001  -1.8959415e-006  -7.5600284e-013   1.0987188e+003   8.2322986e+002   1.3346440e+000   2.4755198e-005   2.3037611e-005
 -2.0590757e+002   1.0341456e-001   1.0419916e-001   1.0252884e-001   4.0327768e+002   4.8454475e+002   3.4701142e+002   5.4913935e-004   5.1152447e-004   9.3150211e-001  -1.8959415e-006  -7.3956511e-013   1.0986961e+003   8.2320443e+002   1.3346577e+000   2.4755091e-005   2.3037402e-005
 -2.0579313e+002   1.0341345e-001   1.0419693e-001   1.0253170e-001   4.0327151e+002   4.8446112e+002   3.4733307e+002   5.4933333e-004   5.1170159e-004   9.3149563e-001  -1.8959416e-006  -6.9265564e-013   1.0986734e+003   8.2317895e+002   1.3346714e+000   2.4754982e-005   2.3037193e-005
 -2.0567826e+002   1.0341235e-001   1.0419542e-001   1.0253222e-001   4.0326550e+002   4.8437492e+002   3.4775959e+002   5.4952612e-004   5.1187754e-004   9.3148901e-001  -1.8959417e-006  -6.9007073e-013   1.0986508e+003   8.2315365e+002   1.3346849e+000   2.4754883e-005   2.3036990e-005
 -2.0556307e+002   1.0341126e-001   1.0419427e-001   1.0253393e-001   4.0325937e+002   4.8428647e+002   3.4819594e+002   5.4971977e-004   5.1205434e-004   9.3148250e-001  -1.8959418e-006  -7.1710026e-013   1.0986281e+003   8.2312832e+002   1.3346985e+000   2.4754778e-005   2.3036783e-005
 -2.0544758e+002   1.0341015e-001   1.0419195e-001   1.0253632e-001   4.0325328e+002   4.8419578e+002   3.4921995e+002   5.4991315e-004   5.1223085e-004   9.3147592e-001  -1.8959419e-006  -7.1717448e-013   1.0986056e+003   8.2310308e+002   1.3347120e+000   2.4754675e-005   2.3036577e-005
 -2.0533173e+002   1.0340903e-001   1.0418944e-001   1.0253954e-001   4.0324721e+002   4.8410280e+002   3.4890602e+002   5.5010634e-004   5.1240713e-004   9.3146923e-001  -1.8959420e-006  -7.4363481e-013   1.0985831e+003   8.2307790e+002   1.3347255e+000   2.4754576e-005   2.3036372e-005
 -2.0521556e+002   1.0340790e-001   1.0418828e-001   1.0253969e-001   4.0324116e+002   4.8401318e+002   3.4912720e+002   5.5029927e-004   5.1258312e-004   9.3146247e-001  -1.8959420e-006  -6.8811358e-013   1.0985607e+003   8.2305283e+002   1.3347390e+000   2.4754480e-005   2.3036168e-005
 -2.0509907e+002   1.0340677e-001   1.0418477e-001   1.0254449e-001   4.0323514e+002   4.8392396e+002   3.4935769e+002   5.5049198e-004   5.1275883e-004   9.3145558e-001  -1.8959421e-006  -6.8426214e-013   1.0985383e+003   8.2302777e+002   1.3347524e+000   2.4754389e-005   2.3035965e-005
 -2.0498221e+002   1.0340565e-001   1.0418285e-001   1.0254846e-001   4.0322918e+002   4.8383676e+002   3.4984100e+002   5.5068441e-004   5.1293429e-004   9.3144872e-001  -1.8959422e-006  -7.5817043e-013   1.0985159e+003   8.2300276e+002   1.3347658e+000   2.4754301e-005   2.3035764e-005
 -2.0486507e+002   1.0340453e-001   1.0418131e-001   1.0255010e-001   4.0322324e+002   4.8375068e+002   3.5021310e+002   5.5087651e-004   5.1310940e-004   9.3144178e-001  -1.8959423e-006  -7.1270939e-013   1.0984937e+003   8.2297786e+002   1.3347791e+000   2.4754215e-005   2.3035565e-005
 -2.0474761e+002   1.0340339e-001   1.0417950e-001   1.0255306e-001   4.0321733e+002   4.8366536e+002   3.5040681e+002   5.5106822e-004   5.1328406e-004   9.3143469e-001  -1.8959424e-006  -6.3705447e-013   1.0984715e+003   8.2295303e+002   1.3347924e+000   2.4754135e-005   2.3035367e-005
 -2.0462980e+002   1.0340224e-001   1.0417840e-001   1.0255872e-001   4.0321145e+002   4.8357988e+002   3.5036773e+002   5.5125981e-004   5.1345855e-004   9.3142751e-001  -1.8959424e-006  -7.1245604e-013   1.0984493e+003   8.2292826e+002   1.3348057e+000   2.4754059e-005   2.3035170e-005
 -2.0451171e+002   1.0340109e-001   1.0420773e-001   1.0256266e-001   4.0320563e+002   4.8349388e+002   3.5011934e+002   5.5145105e-004   5.1363267e-004   9.3142024e-001  -1.8959425e-006  -7.9350291e-013   1.0984273e+003   8.2290357e+002   1.3348189e+000   2.4753988e-005   2.3034976e-005
 -2.0439324e+002   1.0339998e-001   1.0436334e-001   1.0256561e-001   4.0320012e+002   4.8340693e+002   3.4983109e+002   5.5163857e-004   5.1380319e-004   9.3141273e-001  -1.8959426e-006  -7.4782354e-013   1.0984059e+003   8.2287968e+002   1.3348317e+000   2.4753938e-005   2.3034795e-005
 -2.0427442e+002   1.0339886e-001   1.0423936e-001   1.0256712e-001   4.0319470e+002   4.8331872e+002   3.5026474e+002   5.5182427e-004   5.1397202e-004   9.3140524e-001  -1.8959427e-006  -6.9327844e-013   1.0983848e+003   8.2285614e+002   1.3348443e+000   2.4753891e-005   2.3034618e-005
 -2.0415525e+002   1.0339772e-001   1.0418366e-001   1.0257207e-001   4.0318900e+002   4.8322848e+002   3.5056267e+002   5.5201470e-004   5.1414532e-004   9.3139786e-001  -1.8959428e-006  -7.3412898e-013   1.0983630e+003   8.2283173e+002   1.3348573e+000   2.4753829e-005   2.3034430e-005
 -2.0403572e+002   1.0339658e-001   1.0416826e-001   1.0257483e-001   4.0318340e+002   4.8313712e+002   3.5180409e+002   5.5220388e-004   5.1431732e-004   9.3139027e-001  -1.8959429e-006  -7.1522546e-013   1.0983413e+003   8.2280752e+002   1.3348703e+000   2.4753776e-005   2.3034245e-005
 -2.0391582e+002   1.0339542e-001   1.0416683e-001   1.0257738e-001   4.0317782e+002   4.8304477e+002   3.5257957e+002   5.5239234e-004   5.1448859e-004   9.3138255e-001  -1.8959430e-006  -7.7222273e-013   1.0983198e+003   8.2278346e+002   1.3348832e+000   2.4753728e-005   2.3034061e-005
 -2.0379549e+002   1.0339425e-001   1.0416805e-001   1.0258142e-001   4.0317218e+002   4.8295099e+002   3.5321028e+002   5.5258214e-004   5.1466107e-004   9.3137479e-001  -1.8959431e-006  -7.3815432e-013   1.0982981e+003   8.2275919e+002   1.3348962e+000   2.4753679e-005   2.3033875e-005
 -2.0367479e+002   1.0339292e-001   1.0416915e-001   1.0258918e-001   4.0316640e+002   4.8285604e+002   3.5300282e+002   5.5277258e-004   5.1483352e-004   9.3136589e-001  -1.8959432e-006  -7.5237441e-013   1.0982764e+003   8.2273492e+002   1.3349091e+000   2.4753657e-005   2.3033683e-005
 -2.0355370e+002   1.0339160e-001   1.0416893e-001   1.0259777e-001   4.0316066e+002   4.8275922e+002   3.5235176e+002   5.5296277e-004   5.1500581e-004   9.3135711e-001  -1.8959432e-006  -7.3719159e-013   1.0982547e+003   8.2271073e+002   1.3349221e+000   2.4753633e-005   2.3033494e-005
 -2.0343217e+002   1.0339029e-001   1.0416847e-001   1.0260606e-001   4.0315496e+002   4.8266316e+002   3.5186555e+002   5.5315282e-004   5.1517795e-004   9.3134831e-001  -1.8959433e-006  -7.4360644e-013   1.0982331e+003   8.2268658e+002   1.3349350e+000   2.4753610e-005   2.3033305e-005
 -2.0331021e+002   1.0338899e-001   1.0416758e-001   1.0260862e-001   4.0314917e+002   4.8256859e+002   3.5311895e+002   5.5334494e-004   5.1535209e-004   9.3133966e-001  -1.8959434e-006  -7.5370682e-013   1.0982111e+003   8.2266204e+002   1.3349481e+000   2.4753579e-005   2.3033114e-005
 -2.0318788e+002   1.0338771e-001   1.0416615e-001   1.0260925e-001   4.0314355e+002   4.8247239e+002   3.5351127e+002   5.5353445e-004   5.1552375e-004   9.3133092e-001  -1.8959435e-006  -7.1881535e-013   1.0981896e+003   8.2263799e+002   1.3349610e+000   2.4753556e-005   2.3032929e-005
 -2.0306509e+002   1.0338645e-001   1.0416501e-001   1.0260932e-001   4.0313798e+002   4.8237288e+002   3.5336445e+002   5.5372375e-004   5.1569524e-004   9.3132223e-001  -1.8959436e-006  -6.9800999e-013   1.0981681e+003   8.2261399e+002   1.3349738e+000   2.4753535e-005   2.3032746e-005
 -2.0294190e+002   1.0338518e-001   1.0416388e-001   1.0261050e-001   4.0313245e+002   4.8227098e+002   3.5394213e+002   5.5391280e-004   5.1586647e-004   9.3131351e-001  -1.8959437e-006  -7.2099770e-013   1.0981467e+003   8.2259008e+002   1.3349866e+000   2.4753515e-005   2.3032565e-005
 -2.0281822e+002   1.0338397e-001   1.0415550e-001   1.0261211e-001   4.0312715e+002   4.8216641e+002   3.5373819e+002   5.5410169e-004   5.1603752e-004   9.3130472e-001  -1.8959438e-006  -6.3553478e-013   1.0981254e+003   8.2256628e+002   1.3349993e+000   2.4753508e-005   2.3032394e-005
